bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1436514,1791,AB402,1,Introduced,2021-02-03,"Office of the Claimant Advocate: Claimant’s Bill of Rights.","An act to add Article 1.2 (commencing with Section 350) to Chapter 2 of Part 1 of Division 1 of the Unemployment Insurance Code, relating to unemployment insurance, and making an appropriation therefor.",449,"Assembly Appropriations",2021-05-12,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB402/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB402
1436515,1791,AB403,1,Introduced,2021-02-03,"Fair Access to College Textbooks Act.","An act to add Chapter 6.1 (commencing with Section 66420) to Part 40 of Division 5 of Title 3 of the Education Code, relating to postsecondary education.",458,"Assembly Higher Education",2021-03-26,"Re-referred to Com. on HIGHER ED.",https://legiscan.com/CA/bill/AB403/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB403
1436516,1791,AB404,1,Introduced,2021-02-03,"Workers’ compensation: medical-legal expenses: fee schedule.","An act to amend Section 5307.6 of the Labor Code, relating to workers’ compensation.",449,"Assembly Appropriations",2021-05-12,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB404/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB404
1436517,1791,AB405,1,Introduced,2021-02-03,"Teacher credentialing: alternative certification programs.","An act to amend Section 44382 of the Education Code, relating to teacher credentialing.",0,,2021-02-04,"From printer. May be heard in committee March 6.",https://legiscan.com/CA/bill/AB405/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB405
1436518,1791,AB406,1,Introduced,2021-02-03,"Department of Financial Protection and Innovation: document charges.","An act to amend Section 374 of the Financial Code, relating to financial institutions.",450,"Assembly Banking and Finance",2021-02-12,"Referred to Com. on B. & F.",https://legiscan.com/CA/bill/AB406/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB406
1436519,1791,AB407,2,Engrossed,2021-05-13,"Optometry: scope of practice.","An act to amend Section 3041 of the Business and Professions Code, relating to healing arts.",489,"Senate Rules",2021-05-13,"In Senate. Read first time. To Com. on RLS. for assignment.",https://legiscan.com/CA/bill/AB407/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB407
1436520,1791,AB408,1,Introduced,2021-02-03,"Homeless children and youths: reporting.","An act to add Sections 48851.3 and 48852.3 to the Education Code, relating to homeless children and youths.",455,"Assembly Education",2021-02-12,"Referred to Com. on ED.",https://legiscan.com/CA/bill/AB408/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB408
1436521,1791,AB409,1,Introduced,2021-02-03,"Crimes: public records: disclosure of information.","An act to add Section 186.37 to the Penal Code, relating to crimes.",449,"Assembly Appropriations",2021-04-21,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB409/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB409
1436522,1791,AB410,1,Introduced,2021-02-03,"Licensed registered nurses and licensed vocational nurses: Nurse Licensure Compact.","An act to add Chapter 6.3 (commencing with Section 2839) to Division 2 of the Business and Professions Code, relating to healing arts.",451,"Assembly Business and Professions",2021-03-26,"Re-referred to Com. on B. & P.",https://legiscan.com/CA/bill/AB410/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB410
1436523,1791,AB411,1,Introduced,2021-02-03,"Veterans Housing and Homeless Prevention Bond Act of 2022.","An act to add Article 5aa (commencing with Section 998.700) to Chapter 6 of Division 4 of the Military and Veterans Code, relating to veterans’ housing, by providing the funds necessary therefor through an election for the issuance and sale of bonds of the State of California and for the handling and disposition of those funds.",449,"Assembly Appropriations",2021-05-05,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB411/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB411
1436524,1791,AB412,1,Introduced,2021-02-03,"California Commission on Human Rights.","An act to add Chapter 3.4 (commencing with Section 8270) to Division 1 of Title 2 of the Government Code, relating to state government.",449,"Assembly Appropriations",2021-05-06,"Re-referred to Com. on APPR.",https://legiscan.com/CA/bill/AB412/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB412
1436525,1791,AB413,1,Introduced,2021-02-03,"Foster youth: housing.","An act to amend Section 50807 of, and to add Chapter 11.8 (commencing with Section 50811) to Part 2 of Division 31 of, the Health and Safety Code, and to amend Sections 11403.3 and 16206 of the Welfare and Institutions Code, relating to foster youth, and making an appropriation therefor.",449,"Assembly Appropriations",2021-04-21,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB413/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB413
1436526,1791,AB414,2,Engrossed,2021-04-22,"Local government: county regional justice facilities.","An act to amend Sections 71601 and 71614 of, to repeal Sections 53721.5, 53721.6, and 70219 of, and to repeal Chapter 13.6 (commencing with Section 26290), Chapter 13.7 (commencing with Section 26295), and Chapter 13.8 (commencing with Section 26299.000) of Part 2 of Division 2 of Title 3 of, the Government Code, relating to local government.",482,"Senate Judiciary",2021-05-12,"Referred to Coms. on JUD. and GOV. & F.",https://legiscan.com/CA/bill/AB414/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB414
1436527,1791,AB415,1,Introduced,2021-02-03,"Employment: workers’ compensation.","An act to add Section 3212.18 to the Labor Code, relating to workers’ compensation.",461,"Assembly Insurance",2021-02-16,"Re-referred to Com. on INS.",https://legiscan.com/CA/bill/AB415/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB415
1438433,1791,AB416,1,Introduced,2021-02-04,"California Deforestation-Free Procurement Act: public works projects: wood and wood products.","An act to add Sections 6105 and 10130 to the Public Contract Code, relating to public contracts.",449,"Assembly Appropriations",2021-04-29,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 4. Noes 3.) (April 28). Re-referred to Com. on APPR.",https://legiscan.com/CA/bill/AB416/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB416
1438434,1791,AB417,1,Introduced,2021-02-04,"Rising Scholars Network: justice-involved students.","An act to add Article 6 (commencing with Section 78070) to Chapter 1 of Part 48 of Division 7 of Title 3 of the Education Code, relating to community colleges.",449,"Assembly Appropriations",2021-04-14,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB417/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB417
1438435,1791,AB418,1,Introduced,2021-02-04,"Emergency services: grant program.","An act to add Article 16.7 (commencing with Section 8654.15) to Chapter 7 of Division 1 of Title 2 of the Government Code, relating to emergency services.",449,"Assembly Appropriations",2021-05-05,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB418/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB418
1438436,1791,AB419,2,Engrossed,2021-04-12,"Criminal procedure: victim and witness privacy.","An act to amend Section 1054.2 of the Penal Code, relating to criminal procedure.",487,"Senate Public Safety",2021-05-12,"Referred to Com. on PUB. S.",https://legiscan.com/CA/bill/AB419/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB419
1438437,1791,AB420,1,Introduced,2021-02-04,"Public health: amusement parks and COVID-19.","An act to add Section 65 to the Labor Code, relating to public health, and making an appropriation therefor.",445,"Assembly Arts, Entertainment, Sports, Tourism, and Internet Media",2021-03-01,"Re-referred to Com. on A.,E.,S.,T., & I.M.",https://legiscan.com/CA/bill/AB420/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB420
1438438,1791,AB421,1,Introduced,2021-02-04,"Community colleges: career development and college preparation courses.","An act to amend Section 84760.5 of the Education Code, relating to postsecondary education.",449,"Assembly Appropriations",2021-04-14,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB421/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB421
1438439,1791,AB422,1,Introduced,2021-02-04,"Tobacco products: individuals under 21 years of age.","An act to add Section 22965 to the Business and Professions Code, relating to tobacco products.",456,"Assembly Governmental Organization",2021-02-25,"Referred to Com. on G.O.",https://legiscan.com/CA/bill/AB422/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB422
1438440,1791,AB423,1,Introduced,2021-02-04,"Pupil instruction: financial literacy.","An act to add and repeal Section 51226.8 of the Education Code, relating to pupil instruction.",455,"Assembly Education",2021-02-12,"Referred to Com. on ED.",https://legiscan.com/CA/bill/AB423/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB423
1438441,1791,AB424,1,Introduced,2021-02-04,"Private Student Loan Collections Reform Act: collection actions.","An act to add Title 1.6.C.15 (commencing with Section 1788.200) to Part 4 of Division 3 of the Civil Code, relating to student loans.",449,"Assembly Appropriations",2021-05-05,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB424/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB424
1438442,1791,AB425,2,Engrossed,2021-05-13,"Milk and other dairy products: Dairy Council of California Law: producer-handlers.","An act to amend Sections 32912.5, 61384, 62660, 64007, 64042, 64072, 64101, 64103, 64118, 64221, 64223, 64301, 64301.5, 64302, 64303, 64304, 64308, 64320, 64321, 64321.5, and 64322 of, to add Section 32921 to, and to repeal Sections 62095.1 and 64016 of, the Food and Agricultural Code, relating to milk.",489,"Senate Rules",2021-05-13,"In Senate. Read first time. To Com. on RLS. for assignment.",https://legiscan.com/CA/bill/AB425/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB425
1438443,1791,AB426,1,Introduced,2021-02-04,"Toxic air contaminants.","An act to amend Section 40716 of the Health and Safety Code, relating to air pollution.",466,"Assembly Natural Resources",2021-04-14,"In committee: Set, first hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB426/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB426
1438444,1791,AB427,1,Introduced,2021-02-04,"Electricity: resource adequacy requirements.","An act to amend Section 38530 of the Health and Safety Code, and to amend Section 380 of the Public Utilities Code, relating to electricity.",449,"Assembly Appropriations",2021-05-12,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB427/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB427
1438445,1791,AB428,2,Engrossed,2021-05-13,"Local government: board of supervisors.","An act to amend Sections 25000 and 25300 of the Government Code, relating to local government.",489,"Senate Rules",2021-05-13,"In Senate. Read first time. To Com. on RLS. for assignment.",https://legiscan.com/CA/bill/AB428/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB428
1438446,1791,AB429,2,Engrossed,2021-04-22,"Child support: access to records.","An act to amend Section 7643 of, and to add Section 7643.5 to, the Family Code, relating to family law.",482,"Senate Judiciary",2021-05-12,"Referred to Com. on JUD.",https://legiscan.com/CA/bill/AB429/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB429
1438447,1791,AB430,2,Engrossed,2021-04-29,"Debt collection: identity theft.","An act to amend Sections 1788.18, 1788.61, 1798.92, and 1798.93 of the Civil Code, and to amend Section 530.8 of the Penal Code, relating to debt collection.",3675,"Senate Banking and Financial Institutions",2021-05-12,"Referred to Coms. on B. & F.I., JUD. and APPR.",https://legiscan.com/CA/bill/AB430/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB430
1438448,1791,AB431,2,Engrossed,2021-04-22,"Forestry: timber harvesting plans: defensible space: exemptions.","An act to amend Section 4584 of the Public Resources Code, relating to forestry.",485,"Senate Natural Resources and Water",2021-05-12,"Referred to Com. on N.R. & W.",https://legiscan.com/CA/bill/AB431/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB431
1438449,1791,AB432,1,Introduced,2021-02-04,"Gambling Control Act: licenses.","An act to amend Sections 19851 and 19876 of, and to repeal and add Section 19854 of, the Business and Professions Code, relating to gambling.",456,"Assembly Governmental Organization",2021-04-22,"In committee: Set, first hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB432/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB432
1438450,1791,AB433,1,Introduced,2021-02-04,"California Wildfire Mitigation Financial Assistance Program: electrical utilities: voluntary contributions.","An act to amend Section 8654.7 of, to amend and renumber 8654.10 of, and to add Section 8654.10 to, the Government Code, and to add and repeal Section 8389.5 to the Public Utilities Code, relating to wildfire mitigation.",3620,"Assembly Utilities and Energy",2021-04-01,"In committee: Set, first hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB433/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB433
1438451,1791,AB434,1,Introduced,2021-02-04,"Public lands: grazing leases.","An act to amend Sections 1010, 1745.1, and 2539 of the Fish and Game Code, and to amend Sections 5069.1, 6501.1, and 6505.5 of the Public Resources Code, relating to public lands.",474,"Assembly Water, Parks and Wildlife",2021-04-26,"In committee: Set, first hearing. Hearing canceled at the request of author.",https://legiscan.com/CA/bill/AB434/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB434
1438452,1791,AB435,2,Engrossed,2021-04-22,"Hearing aids: locked programming software: notice.","An act to amend Sections 2538.35, 2538.38, 2539.4, and 2539.10 of the Business and Professions Code, relating to healing arts.",493,"Senate Business, Professions and Economic Development",2021-05-12,"Referred to Com. on B., P. & E.D.",https://legiscan.com/CA/bill/AB435/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB435
1438453,1791,AB436,1,Introduced,2021-02-04,"Wages: records: inspection and copying.","An act to amend Section 226 of the Labor Code, relating to employment.",464,"Assembly Labor and Employment",2021-02-12,"Referred to Com. on L. & E.",https://legiscan.com/CA/bill/AB436/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB436
1438454,1791,AB437,1,Introduced,2021-02-04,"Teacher credentialing: subject matter competence.","An act to amend Sections 44259, 44280, and 44310 of the Education Code, relating to teacher credentialing.",449,"Assembly Appropriations",2021-04-14,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB437/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB437
1438455,1791,AB438,1,Introduced,2021-02-04,"School employees: classified employees: layoff notice and hearing.","An act to amend Sections 45117 and 88017 of the Education Code, and to amend Sections 11503 and 11505 of the Government Code, relating to school employees.",449,"Assembly Appropriations",2021-05-05,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB438/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB438
1438456,1791,AB439,2,Engrossed,2021-04-19,"Certificates of death: gender identity.","An act to amend Section 102875 of the Health and Safety Code relating to certificates of death.",480,"Senate Health",2021-05-12,"Referred to Com. on HEALTH.",https://legiscan.com/CA/bill/AB439/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB439
1438457,1791,AB440,2,Engrossed,2021-04-22,"Bear Lake Reservoir: recreational use.","An act to amend Section 115843.6 of the Health and Safety Code, relating to reservoirs.",478,"Senate Environmental Quality",2021-05-12,"Referred to Com. on E.Q.",https://legiscan.com/CA/bill/AB440/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB440
1438458,1791,AB441,2,Engrossed,2021-04-29,"Recreational water use: wave basins.","An act to add Article 2.8 (commencing with Section 115960.1) to Chapter 5 of Part 10 of Division 104 of the Health and Safety Code, relating to public health.",480,"Senate Health",2021-05-12,"Referred to Com. on HEALTH.",https://legiscan.com/CA/bill/AB441/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB441
1438459,1791,AB442,1,Introduced,2021-02-04,"Surface Mining and Reclamation Act of 1975: exemption: Metropolitan Water District of Southern California: single master reclamation plan.","An act to amend Section 2714 of, and to add and repeal Section 2715.6 of, the Public Resources Code, relating to surface mining.",449,"Assembly Appropriations",2021-04-27,"From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 15. Noes 0.) (April 26). Re-referred to Com. on APPR.",https://legiscan.com/CA/bill/AB442/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB442
1438460,1791,AB443,1,Introduced,2021-02-04,"Physicians and surgeons: fellowship programs: special faculty permits.","An act to amend Sections 2168, 2168.1, and 2168.2 of, and to add Section 2112.5 to, the Business and Professions Code, relating to healing arts.",0,,2021-05-13,"Read second time. Ordered to third reading.",https://legiscan.com/CA/bill/AB443/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB443
1441507,1791,AB444,2,Engrossed,2021-05-06,"State and local employees: pay warrants: designees.","An act to amend Sections 12479 and 53245 of the Government Code, relating to public employment.",0,,2021-05-06,"Read third time. Passed. Ordered to the Senate. (Ayes 77. Noes 0.)",https://legiscan.com/CA/bill/AB444/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB444
1441508,1791,AB445,2,Engrossed,2021-04-29,"Developmental services: information collection.","An act to repeal Section 4657 of the Welfare and Institutions Code, relating to developmental services.",481,"Senate Human Services",2021-05-12,"Referred to Com. on HUMAN S.",https://legiscan.com/CA/bill/AB445/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB445
1441509,1791,AB446,1,Introduced,2021-02-08,"Elections: political party qualifications.","An act to amend Sections 5001, 5003, 5100, and 5151 of the Elections Code, relating to elections.",449,"Assembly Appropriations",2021-05-05,"Re-referred to Com. on APPR.",https://legiscan.com/CA/bill/AB446/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB446
1441510,1791,AB447,2,Engrossed,2021-05-06,"California Consumer Financial Protection Law: annual report.","An act to amend Section 90018 of the Financial Code, relating to financial institutions.",0,,2021-05-06,"Read third time. Passed. Ordered to the Senate. (Ayes 77. Noes 0.)",https://legiscan.com/CA/bill/AB447/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB447
1441511,1791,AB448,1,Introduced,2021-02-08,"Fire safety: electrical transmission or distribution lines: clearances: notice and opportunity to be heard.","An act to amend Section 4295.5 of the Public Resources Code, relating to fire safety.",466,"Assembly Natural Resources",2021-04-27,"Re-referred to Com. on NAT. RES.",https://legiscan.com/CA/bill/AB448/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB448
1441512,1791,AB449,1,Introduced,2021-02-08,"COVID-19: death data: hospital reporting.","An act relating to public health.",0,,2021-02-09,"From printer. May be heard in committee March 11.",https://legiscan.com/CA/bill/AB449/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB449
1441513,1791,AB450,1,Introduced,2021-02-08,"Paramedic Board of California.","An act to amend Sections 1797.112, 1797.172, 1797.185, 1797.194, 1798.200, 1798.202, 1798.210, and 1798.211 of, to add Article 2.5 (commencing with Section 1797.125) to Chapter 3 of Division 2.5 of, and to repeal Section 1798.204 of, the Health and Safety Code, relating to emergency medical services.",449,"Assembly Appropriations",2021-05-04,"Re-referred to Com. on APPR.",https://legiscan.com/CA/bill/AB450/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB450
1441514,1791,AB451,2,Engrossed,2021-05-10,"Health care facilities: treatment of psychiatric emergency medical conditions.","An act to amend Section 1317 of the Health and Safety Code, relating to health facilities.",489,"Senate Rules",2021-05-11,"In Senate. Read first time. To Com. on RLS. for assignment.",https://legiscan.com/CA/bill/AB451/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB451
1441515,1791,AB452,1,Introduced,2021-02-08,"Pupil safety: parental notification: firearm safety laws.","An act to add Section 48986 to the Education Code, relating to pupil safety.",455,"Assembly Education",2021-04-13,"Re-referred to Com. on ED.",https://legiscan.com/CA/bill/AB452/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB452
1441516,1791,AB453,2,Engrossed,2021-04-19,"Sexual battery: nonconsensual condom removal.","An act to amend Section 1708.5 of the Civil Code, relating to civil law.",482,"Senate Judiciary",2021-05-12,"Referred to Coms. on JUD. and APPR.",https://legiscan.com/CA/bill/AB453/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB453
1441517,1791,AB454,1,Introduced,2021-02-08,"Health care provider emergency payments.","An act to add Section 1367.55 to the Health and Safety Code, and to add Section 10176.65 to the Insurance Code, relating to health care.",449,"Assembly Appropriations",2021-05-12,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB454/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB454
1441518,1791,AB455,1,Introduced,2021-02-08,"San Francisco-Oakland Bay Bridge: transit-only traffic lanes.","An act to amend Section 30918 of the Streets and Highways Code, relating to transportation.",0,,2021-05-13,"Read second time. Ordered to third reading.",https://legiscan.com/CA/bill/AB455/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB455
1441519,1791,AB456,1,Introduced,2021-02-08,"Alcoholic beverages: schedule of licenses and fees: transmittal.","An act to amend Section 23320 of the Business and Professions Code, relating to alcoholic beverages.",449,"Assembly Appropriations",2021-04-12,"From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 22. Noes 0.) (April 8). Re-referred to Com. on APPR.",https://legiscan.com/CA/bill/AB456/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB456
1441520,1791,AB457,1,Introduced,2021-02-08,"Protection of Patient Choice in Telehealth Provider Act.","An act to add Section 1374.141 to the Health and Safety Code, and to add Section 10123.856 to the Insurance Code, relating to telehealth.",449,"Assembly Appropriations",2021-05-12,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB457/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB457
1441521,1791,AB458,1,Introduced,2021-02-08,"Importation of prescription drugs.","An act to add Chapter 11 (commencing with Section 127700) to Part 2 of Division 107 of the Health and Safety Code, relating to prescription drugs.",457,"Assembly Health",2021-03-24,"Re-referred to Com. on HEALTH.",https://legiscan.com/CA/bill/AB458/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB458
1441522,1791,AB459,1,Introduced,2021-02-08,"Vehicles: registration fees: exceptions.","An act to amend Section 9105 of the Vehicle Code, relating to vehicles.",449,"Assembly Appropriations",2021-05-10,"In committee: Hearing postponed by committee.",https://legiscan.com/CA/bill/AB459/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB459
1441523,1791,AB460,1,Introduced,2021-02-08,"Fire protection: residential fire sprinklers: fees.","An act to add Section 53069.10 to the Government Code, and to amend Sections 13143.5 and 13869.7 of the Health and Safety Code, relating to fire protection.",465,"Assembly Local Government",2021-03-26,"Re-referred to Com. on L. GOV.",https://legiscan.com/CA/bill/AB460/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB460
1441524,1791,AB461,1,Introduced,2021-02-08,"CalWORKs: welfare-to-work: self-employment.","An act to add Section 11322.82 to the Welfare and Institutions Code, relating to CalWORKs.",449,"Assembly Appropriations",2021-05-05,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB461/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB461
1441525,1791,AB462,2,Engrossed,2021-05-06,"Licensed Professional Clinical Counselor Act.","An act to amend Sections 4999.20 and 4999.46 of the Business and Professions Code, relating to healing arts.",0,,2021-05-06,"Read third time. Passed. Ordered to the Senate. (Ayes 77. Noes 0.)",https://legiscan.com/CA/bill/AB462/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB462
1441526,1791,AB463,1,Introduced,2021-02-08,"Extra licenses: County of Inyo.","An act to amend Section 23826.14 of the Business and Professions Code, relating to alcoholic beverages.",456,"Assembly Governmental Organization",2021-02-18,"Referred to Com. on G.O.",https://legiscan.com/CA/bill/AB463/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB463
1441527,1791,AB464,2,Engrossed,2021-04-22,"Enhanced Infrastructure Financing Districts: allowable facilities and projects.","An act to amend Section 53398.52 of the Government Code, relating to local government.",1795,"Senate Governance and Finance",2021-05-12,"Referred to Com. on GOV. & F.",https://legiscan.com/CA/bill/AB464/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB464
1441528,1791,AB465,2,Engrossed,2021-05-03,"Professional fiduciaries: prelicensing and renewal or restoration: education.","An act to amend Section 6538 of the Business and Professions Code, relating to professions and vocations.",493,"Senate Business, Professions and Economic Development",2021-05-12,"Referred to Com. on B., P. & E.D.",https://legiscan.com/CA/bill/AB465/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB465
1441529,1791,AB466,2,Engrossed,2021-04-29,"Returns: unclaimed property.","An act to amend Section 19554 of the Revenue and Taxation Code, relating to taxation.",1795,"Senate Governance and Finance",2021-05-12,"Referred to Com. on GOV. & F.",https://legiscan.com/CA/bill/AB466/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB466
1441530,1791,AB467,1,Introduced,2021-02-08,"Smog check: exemption: historic vehicles.","An act to amend Section 44011 of the Health and Safety Code, relating to vehicular air pollution.",471,"Assembly Transportation",2021-02-18,"Referred to Com. on TRANS.",https://legiscan.com/CA/bill/AB467/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB467
1441531,1791,AB468,2,Engrossed,2021-05-13,"Emotional support dogs.","An act to add Article 4 (commencing with Section 122317) to Chapter 5 of Part 6 of Division 105 of the Health and Safety Code, relating to support dogs.",489,"Senate Rules",2021-05-13,"In Senate. Read first time. To Com. on RLS. for assignment.",https://legiscan.com/CA/bill/AB468/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB468
1441532,1791,AB469,1,Introduced,2021-02-08,"Pupil instruction: financial aid applications.","An act to add Section 51225.7 to the Education Code, relating to pupil instruction.",449,"Assembly Appropriations",2021-04-21,"In committee: Set, first hearing. Referred to APPR. suspense file.",https://legiscan.com/CA/bill/AB469/2021,http://leginfo.legislature.ca.gov/faces/billStatusClient.xhtml?bill_id=202120220AB469
