bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
1408689,992316,2021-01-28,Assembly,"Be adopted. To Consent Calendar",10,0,2,0,12
1408689,996622,2021-02-04,Assembly,"HR 9 Kiley Consent Calendar Second Day Regular Session",72,0,7,0,79
1408690,1026127,2021-03-10,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",11,0,0,0,11
1408690,1037818,2021-03-25,Senate,"Consent Calendar SB226",38,0,2,0,40
1408691,1051911,2021-04-13,Senate,"Do pass, but first be re-referred to the Committee on [Natural Resources and Water]",12,2,3,0,17
1408691,1064003,2021-04-27,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",6,2,1,0,9
1408691,1075251,2021-05-10,Senate,"Placed on suspense file",7,0,0,0,7
1408692,1026120,2021-03-10,Senate,"Do pass, but first be re-referred to the Committee on [Human Services] with the recommendation: To Consent Calendar",7,0,0,0,7
1408692,1035180,2021-03-23,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",5,0,0,0,5
1408692,1045001,2021-04-05,Senate,"Placed on suspense file",7,0,0,0,7
1411970,1057753,2021-04-20,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",19,0,0,0,19
1411972,1036439,2021-03-24,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",8,0,0,0,8
1411972,1053505,2021-04-14,Assembly,"Do pass",16,0,0,0,16
1411972,1056487,2021-04-19,Assembly,"AB 271 Robert Rivas Assembly Third Reading",76,1,2,0,79
1411973,1046129,2021-04-06,Assembly,"Do pass",11,0,0,0,11
1411973,1075286,2021-05-10,Assembly,"AB 272 Kiley Assembly Third Reading",72,0,6,0,78
1411974,1065147,2021-04-27,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",8,0,11,0,19
1411976,1036466,2021-03-24,Assembly,"Do pass",10,1,1,0,12
1411976,1056488,2021-04-19,Assembly,"AB 275 Medina Assembly Third Reading",65,2,12,0,79
1411978,1035196,2021-03-23,Assembly,"Do pass as amended, and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",11,0,0,0,11
1411978,1053468,2021-04-14,Assembly,"Do pass",16,0,0,0,16
1411978,1060880,2021-04-22,Assembly,"AB 277 Valladares Assembly Third Reading",77,0,2,0,79
1411979,1035162,2021-03-23,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",15,0,0,0,15
1411980,992321,2021-01-28,Assembly,"Be adopted. To Consent Calendar",10,0,2,0,12
1411980,996615,2021-02-04,Assembly,"HR 11 Bauer-Kahan Consent Calendar Second Day Regular Session",72,0,7,0,79
1411981,1053453,2021-04-14,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Education]",11,0,0,0,11
1411981,1065228,2021-04-28,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations] with the recommendation: To Consent Calendar",7,0,0,0,7
1411981,1075391,2021-05-10,Senate,"Placed on suspense file",7,0,0,0,7
1411982,1028394,2021-03-15,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",7,0,0,0,7
1411983,1064044,2021-04-27,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",17,0,0,0,17
1411984,1064006,2021-04-26,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,0,0,0,5
1411984,1075307,2021-05-10,Senate,"Placed on suspense file",7,0,0,0,7
1411985,1047589,2021-04-06,Senate,"Do pass and be ordered to the Consent Calendar",11,0,0,0,11
1411985,1060812,2021-04-22,Senate,"Consent Calendar SB233 Umberg",38,0,2,0,40
1411986,1025100,2021-03-09,Senate,"Do pass, but first be re-referred to the Committee on [Housing]",4,0,0,0,4
1411986,1054594,2021-04-15,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",9,0,0,0,9
1411986,1068187,2021-05-03,Senate,"Placed on suspense file",6,0,1,0,7
1411987,1026122,2021-03-10,Senate,"Do pass, but first be re-referred to the Committee on [Agriculture]",11,0,0,0,11
1411987,1054745,2021-04-15,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,0,0,0,5
1411987,1075285,2021-05-10,Senate,"Placed on suspense file",7,0,0,0,7
1417849,1052021,2021-04-13,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",11,2,2,0,15
1417849,1065137,2021-04-28,Assembly,"Do pass",12,4,0,0,16
1417849,1077525,2021-05-13,Assembly,"AB 279 Muratsuchi Third Reading Urgency",58,1,19,0,78
1417852,1047479,2021-04-06,Assembly,"Do pass as amended",5,3,0,0,8
1417853,1054693,2021-04-15,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",12,0,0,0,12
1417853,1065082,2021-04-28,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1417853,1074126,2021-05-06,Assembly,"AB 283 Chen Consent Calendar Second Day Regular Session",77,0,1,0,78
1417854,1036533,2021-03-24,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",8,1,2,0,11
1417855,1036422,2021-03-24,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",7,0,0,0,7
1417856,1060971,2021-04-22,Assembly,"Do pass as amended",9,1,1,0,11
1417856,1077568,2021-05-13,Assembly,"AB 286 Lorena Gonzalez Assembly Third Reading",56,8,14,0,78
1417857,1035167,2021-03-23,Assembly,"Do pass as amended, and be re-referred to the Committee on [Business and Professions] with recommendation: To Consent Calendar",11,0,0,0,11
1417857,1057640,2021-04-20,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",19,0,0,0,19
1417858,1036489,2021-03-24,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",12,0,0,0,12
1417859,1054600,2021-04-15,Assembly,"Do pass and be re-referred to the Committee on [Higher Education]",7,0,0,0,7
1417859,1060906,2021-04-22,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",11,1,0,0,12
1417859,1073363,2021-05-05,Assembly,"Do pass",14,0,2,0,16
1417859,1077601,2021-05-13,Assembly,"AB 289 Calderon Assembly Third Reading",70,0,8,0,78
1417862,1036428,2021-03-23,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",6,2,0,0,8
1417863,1035140,2021-03-23,Assembly,"Do pass and be re-referred to the Committee on [Business and Professions] with recommendation: To Consent Calendar",11,0,0,0,11
1417863,1051964,2021-04-13,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",17,0,2,0,19
1417866,992308,2021-01-28,Assembly,"Be adopted. To Consent Calendar",10,0,2,0,12
1417866,996628,2021-02-04,Assembly,"ACR 11 Flora Consent Calendar Second Day",72,0,7,0,79
1417866,1018557,2021-03-01,Senate,"Assembly 3rd Reading ACR11 Flora et al",36,0,3,0,39
1417869,992291,2021-01-28,Assembly,"Be adopted. To Consent Calendar",10,0,2,0,12
1417869,996621,2021-02-04,Assembly,"ACR 14 Stone Consent Calendar Second Day Regular Session",72,0,7,0,79
1417869,1018538,2021-03-01,Senate,"Assembly 3rd Reading ACR14",36,0,3,0,39
1417871,1026138,2021-03-10,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",7,0,0,0,7
1417871,1033640,2021-03-22,Senate,"Placed on suspense file",7,0,0,0,7
1417872,1059297,2021-04-20,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",2,9,0,0,11
1417872,1059298,2021-04-20,Senate,"[First] hearing set for [04-21-2021]: Failed passage in Committee. Reconsideration granted",11,0,0,0,11
1417873,1026086,2021-03-10,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",9,0,0,0,9
1417873,1037839,2021-03-25,Senate,"Consent Calendar SB239 B. & F.I",38,0,2,0,40
1417874,1037863,2021-03-25,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,0,0,0,5
1417874,1056433,2021-04-19,Senate,"Placed on suspense file",7,0,0,0,7
1417875,1044937,2021-04-05,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Judiciary]",13,0,1,0,14
1417875,1059252,2021-04-20,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",9,0,2,0,11
1417875,1075293,2021-05-10,Senate,"Placed on suspense file",7,0,0,0,7
1417876,1026124,2021-03-10,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",8,2,1,0,11
1417876,1056418,2021-04-19,Senate,"Placed on suspense file",7,0,0,0,7
1417877,1029547,2021-03-16,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",5,0,0,0,5
1417877,1045008,2021-04-05,Senate,"Placed on suspense file",7,0,0,0,7
1417878,1028406,2021-03-15,Senate,"Do pass, but first be re-referred to the Committee on [Natural Resources and Water] with the recommendation: To Consent Calendar",7,0,0,0,7
1417878,1064015,2021-04-27,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",9,0,0,0,9
1417878,1075314,2021-05-10,Senate,"Placed on suspense file",7,0,0,0,7
1419942,1047577,2021-04-07,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",8,2,1,0,11
1419942,1068274,2021-05-03,Senate,"Placed on suspense file",6,0,1,0,7
1419943,1026108,2021-03-10,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Human Services]",7,0,0,0,7
1419943,1046153,2021-04-06,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,0,0,0,5
1419943,1068160,2021-05-03,Senate,"Placed on suspense file",6,0,1,0,7
1419944,1026102,2021-03-10,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",11,0,0,0,11
1419944,1068287,2021-05-03,Senate,"Placed on suspense file",6,0,1,0,7
1419945,1029578,2021-03-16,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",5,0,0,0,5
1419945,1044957,2021-04-05,Senate,"Placed on suspense file",7,0,0,0,7
1422140,1046107,2021-04-05,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",10,0,1,0,11
1422140,1059264,2021-04-21,Assembly,"Do pass. To Consent Calendar",14,0,2,0,16
1422140,1066742,2021-04-29,Assembly,"AB 296 Gipson Consent Calendar Second Day Regular Session",77,0,1,0,78
1422142,1046170,2021-04-06,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",18,0,1,0,19
1422142,1059194,2021-04-21,Assembly,"Do pass. To Consent Calendar",14,0,2,0,16
1422142,1066716,2021-04-29,Assembly,"AB 298 Irwin Consent Calendar Second Day Regular Session",77,0,1,0,78
1422146,1036448,2021-03-24,Assembly,"Do pass. To Consent Calendar",8,0,0,0,8
1422146,1049013,2021-04-08,Assembly,"AB 302 Ward Consent Calendar Second Day Regular Session",74,0,4,0,78
1422147,1049873,2021-04-08,Assembly,"Do pass and be re-referred to the Committee on [Natural Resources]",10,0,5,0,15
1422148,1047603,2021-04-07,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",9,0,0,0,9
1422148,1053519,2021-04-14,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1422148,1060972,2021-04-22,Assembly,"AB 304 Quirk Consent Calendar Second Day Regular Session",77,0,2,0,79
1422149,1065196,2021-04-28,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",11,0,0,0,11
1422150,1036457,2021-03-24,Assembly,"Do pass as amended, and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",7,0,0,0,7
1422150,1059266,2021-04-21,Assembly,"Do pass. To Consent Calendar",14,0,2,0,16
1422150,1066756,2021-04-29,Assembly,"AB 306 O'Donnell Consent Calendar Second Day Regular Session",77,0,1,0,78
1422152,1036446,2021-03-23,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",7,0,1,0,8
1422153,1065286,2021-04-28,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",7,0,0,0,7
1422153,1076928,2021-05-12,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1422155,1047562,2021-04-06,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",5,2,1,0,8
1422156,1036427,2021-03-24,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",6,0,1,0,7
1422157,1054640,2021-04-15,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",7,0,0,0,7
1422159,1049891,2021-04-08,Assembly,"Do pass and be re-referred to the Committee on [Judiciary] with recommendation: To Consent Calendar",15,0,0,0,15
1422159,1057645,2021-04-20,Assembly,"Do pass as amended, and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",10,0,1,0,11
1422160,1054591,2021-04-15,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",7,0,0,0,7
1422161,1005316,2021-02-12,Assembly,"Be adopted. To Consent Calendar",11,0,1,0,12
1422161,1009528,2021-02-18,Assembly,"ACR 15 Luz Rivas Consent Calendar Second Day",68,0,11,0,79
1422161,1037803,2021-03-25,Senate,"Special Consent ACR15",38,0,2,0,40
1422162,1009545,2021-02-18,Assembly,"Be adopted. To third reading",10,0,2,0,12
1422162,1037855,2021-03-25,Senate,"Special Consent ACR16",38,0,2,0,40
1422163,992292,2021-01-28,Assembly,"Be adopted. To third reading",9,0,3,0,12
1422165,992313,2021-01-28,Assembly,"Be adopted. To third reading",10,0,2,0,12
1422166,1059164,2021-04-20,Senate,"Do pass, but first be re-referred to the Committee on [Education]",2,9,0,0,11
1422166,1059165,2021-04-20,Senate,"[First] hearing set for [04-21-2021]: Failed passage in Committee. Reconsideration granted",11,0,0,0,11
1422167,1030777,2021-03-17,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",9,1,1,0,11
1422167,1056382,2021-04-19,Senate,"Placed on suspense file",7,0,0,0,7
1422169,1047583,2021-04-06,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",7,1,3,0,11
1422169,1056386,2021-04-19,Senate,"Placed on suspense file",7,0,0,0,7
1422171,1030790,2021-03-17,Senate,"Do pass and be ordered to the Consent Calendar",7,0,0,0,7
1422171,1037812,2021-03-25,Senate,"Consent Calendar SB254 Borgeas",38,0,2,0,40
1422172,1051992,2021-04-13,Senate,"Be adopted, but first be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",15,0,2,0,17
1422172,1075250,2021-05-10,Senate,"Consent Calendar SCR7",37,0,3,0,40
1422173,1005296,2021-02-12,Senate,"Senate 3rd Reading SR5 Melendez",32,0,7,0,39
1424570,1047465,2021-04-07,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",8,0,0,0,8
1424570,1059171,2021-04-21,Assembly,"Do pass. To Consent Calendar",14,0,2,0,16
1424570,1066802,2021-04-29,Assembly,"AB 317 Patterson Consent Calendar Second Day Regular Session",77,0,1,0,78
1424571,1059312,2021-04-21,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",9,0,0,0,9
1424572,1054686,2021-04-15,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",7,0,0,0,7
1424572,1065174,2021-04-28,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1424572,1074160,2021-05-06,Assembly,"AB 319 Valladares Consent Calendar Second Day Regular Session",77,0,1,0,78
1424573,1036492,2021-03-24,Assembly,"Do pass and be re-referred to the Committee on [Higher Education] with recommendation: To Consent Calendar",7,0,0,0,7
1424573,1060848,2021-04-22,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",12,0,0,0,12
1424573,1076951,2021-05-12,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1424575,1047430,2021-04-07,Assembly,"Do pass as amended and be re-referred to the Committee on [Natural Resources]",13,0,2,0,15
1424575,1065110,2021-04-28,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",10,0,1,0,11
1424575,1076925,2021-05-12,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1424576,1064106,2021-04-27,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",11,1,3,0,15
1424576,1073366,2021-05-05,Assembly,"Do pass",13,3,0,0,16
1424578,1065296,2021-04-28,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",11,0,0,0,11
1424579,1035158,2021-03-23,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",13,1,1,0,15
1424579,1053479,2021-04-14,Assembly,"Do pass",12,4,0,0,16
1424579,1075266,2021-05-10,Assembly,"AB 326 Luz Rivas Assembly Third Reading",56,13,9,0,78
1424581,1029580,2021-03-15,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",6,2,0,0,8
1424582,1059228,2021-04-21,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",11,0,0,0,11
1424583,1065225,2021-04-28,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",11,0,0,0,11
1424584,1074138,2021-05-06,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,0,0,0,5
1424585,1025108,2021-03-09,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",3,0,1,0,4
1424585,1074119,2021-05-06,Senate,"Senate 3rd Reading SB258 Laird et al",36,0,4,0,40
1424587,1050840,2021-04-12,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Judiciary]",4,2,1,0,7
1424587,1065206,2021-04-27,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",8,2,1,0,11
1426671,1036507,2021-03-23,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",5,2,1,0,8
1426673,1036436,2021-03-23,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",8,0,0,0,8
1426674,1047548,2021-04-07,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",9,0,0,0,9
1426674,1053507,2021-04-14,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1426675,1047536,2021-04-06,Assembly,"Do pass",6,2,0,0,8
1426676,1066704,2021-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",13,0,0,0,13
1426676,1076980,2021-05-12,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1426677,1048878,2021-04-08,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",11,0,0,0,11
1426677,1059170,2021-04-21,Assembly,"Do pass. To Consent Calendar",14,0,2,0,16
1426677,1068181,2021-05-03,Assembly,"AB 335 Boerner Horvath Assembly Third Reading",74,1,3,0,78
1426678,1036494,2021-03-24,Assembly,"Do pass. To Consent Calendar",8,0,0,0,8
1426678,1049030,2021-04-08,Assembly,"AB 336 Villapudua Consent Calendar Second Day Regular Session",74,0,4,0,78
1426679,992312,2021-01-28,Assembly,"Be adopted. To third reading",10,0,2,0,12
1426680,1028424,2021-03-15,Senate,"Do pass, but first be re-referred to the Committee on [Transportation]",5,2,0,0,7
1426681,1035144,2021-03-23,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",4,1,0,0,5
1426681,1044941,2021-04-05,Senate,"Placed on suspense file",7,0,0,0,7
1426682,1023857,2021-03-08,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",12,1,1,0,14
1426682,1062755,2021-04-26,Senate,"Senate 3rd Reading SB263 Rubio et al",38,0,2,0,40
1426683,1029591,2021-03-16,Senate,"Do pass, but first be re-referred to the Committee on [Rules]",4,1,0,0,5
1426683,1068186,2021-05-03,Senate,"Placed on suspense file",6,0,1,0,7
1426685,1005300,2021-02-12,Senate,"Senate 3rd Reading SCR8 Pan",32,0,7,0,39
1426685,1016268,2021-02-25,Assembly,"Be adopted. To Consent Calendar",11,0,1,0,12
1426685,1022337,2021-03-04,Assembly,"SCR 8 Pan Consent Calendar Second Day Regular Session",72,0,7,0,79
1429090,1036430,2021-03-24,Assembly,"Do pass",12,0,0,0,12
1429090,1053447,2021-04-12,Assembly,"AB 337 Medina Assembly Third Reading",73,0,5,0,78
1429091,1066723,2021-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",9,0,3,0,12
1429091,1076949,2021-05-12,Assembly,"Do pass",12,0,4,0,16
1429092,1065254,2021-04-28,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",7,0,1,0,8
1429093,1036478,2021-03-24,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",12,0,0,0,12
1429094,1036515,2021-03-23,Assembly,"Do pass as amended. To Consent Calendar",8,0,0,0,8
1429094,1048918,2021-04-08,Assembly,"AB 341 Boerner Horvath Consent Calendar Second Day Regular Session",74,0,4,0,78
1429095,1035183,2021-03-23,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",14,0,1,0,15
1429096,1053542,2021-04-14,Assembly,"Do pass and be re-referred to the Committee on [Judiciary] with recommendation: To Consent Calendar",7,0,0,0,7
1429096,1057634,2021-04-20,Assembly,"Do pass as amended, and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",10,0,1,0,11
1429098,1029588,2021-03-15,Assembly,"Do pass and be re-referred to the Committee on [Local Government] with recommendation: To Consent Calendar",8,0,0,0,8
1429098,1036462,2021-03-24,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",7,1,0,0,8
1429100,1046181,2021-04-06,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",13,1,1,0,15
1429102,1064058,2021-04-26,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",15,0,0,0,15
1429103,1054644,2021-04-15,Assembly,"Do pass and be re-referred to the Committee on [Water, Parks, and Wildlife]",11,0,0,0,11
1429103,1064064,2021-04-26,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",15,0,0,0,15
1429104,1060991,2021-04-22,Assembly,"Do pass. To Consent Calendar",21,0,1,0,22
1429104,1066731,2021-04-29,Assembly,"AB 351 Cristina Garcia Consent Calendar Second Day Regular Session",77,0,1,0,78
1429107,1047557,2021-04-07,Assembly,"Do pass and be re-referred to the Committee on [Natural Resources] with recommendation: To Consent Calendar",15,0,0,0,15
1429107,1065180,2021-04-28,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",11,0,0,0,11
1429109,1029571,2021-03-16,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",9,0,0,0,9
1429109,1045005,2021-04-05,Senate,"Placed on suspense file",7,0,0,0,7
1429110,1027189,2021-03-11,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,0,0,0,5
1429110,1048959,2021-04-08,Senate,"Senate 3rd Reading SB267 Hertzberg",34,2,4,0,40
1429111,1037859,2021-03-25,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",5,0,0,0,5
1429111,1056380,2021-04-19,Senate,"Placed on suspense file",7,0,0,0,7
1429112,1026134,2021-03-10,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",9,0,0,0,9
1429112,1045013,2021-04-05,Senate,"Senate 3rd Reading SB269 Portantino",38,0,2,0,40
1429113,1046168,2021-04-05,Senate,"Do pass, but first be re-referred to the Committee on [Judiciary]",4,0,1,0,5
1429113,1053551,2021-04-13,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",8,2,1,0,11
1429113,1068230,2021-05-03,Senate,"Placed on suspense file",6,0,1,0,7
1429114,1029575,2021-03-16,Senate,"Do pass, but first be re-referred to the Committee on [Governance and Finance]",4,1,0,0,5
1429115,1025115,2021-03-09,Senate,"Be adopted. Ordered to third reading",9,1,1,0,11
1429115,1056346,2021-04-19,Senate,"Senate 3rd Reading SR6 Skinner",29,8,3,0,40
1430809,1051985,2021-04-13,Senate,"Do pass, but first be re-referred to the Committee on [Judiciary] with the recommendation: To Consent Calendar",8,0,1,0,9
1430809,1059231,2021-04-20,Senate,"Do pass and be ordered to the Consent Calendar",11,0,0,0,11
1430809,1066798,2021-04-29,Senate,"Consent Calendar SB272",36,0,4,0,40
1430810,1027169,2021-03-11,Senate,"Do pass, but first be re-referred to the Committee on [Environmental Quality] with the recommendation: To Consent Calendar",5,0,0,0,5
1430810,1050795,2021-04-12,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",7,0,0,0,7
1430810,1060898,2021-04-22,Senate,"Consent Calendar SB273",38,0,2,0,40
1430811,1037845,2021-03-25,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",5,0,0,0,5
1430811,1060895,2021-04-22,Senate,"Consent Calendar SB274",38,0,2,0,40
1430813,1054752,2021-04-15,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,0,0,0,5
1430813,1068276,2021-05-03,Senate,"Placed on suspense file",6,0,1,0,7
1430814,1057755,2021-04-20,Senate,"Do pass, but first be re-referred to the Committee on [Judiciary]",14,0,1,0,15
1430814,1068208,2021-05-03,Senate,"Placed on suspense file",6,0,1,0,7
1430815,1023827,2021-03-08,Senate,"Do pass, but first be re-referred to the Committee on [Judiciary]",5,0,0,0,5
1430815,1047552,2021-04-06,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",10,1,0,0,11
1430815,1056321,2021-04-19,Senate,"Placed on suspense file",7,0,0,0,7
1430816,1065168,2021-04-28,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",11,0,0,0,11
1433149,1046146,2021-04-06,Assembly,"Do pass and be re-referred to the Committee on [Business and Professions]",15,0,0,0,15
1433149,1065293,2021-04-27,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",19,0,0,0,19
1433151,1072245,2021-05-04,Assembly,"Do pass as amended",11,0,0,0,11
1433152,1046184,2021-04-06,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",18,0,1,0,19
1433152,1053440,2021-04-14,Assembly,"Do pass. To Consent Calendar",16,0,0,0,16
1433152,1060885,2021-04-22,Assembly,"AB 359 Cooper Consent Calendar Second Day Regular Session",77,0,2,0,79
1433154,1073384,2021-05-05,Assembly,"Do pass as amended",7,0,1,0,8
1433155,1067607,2021-04-29,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",6,2,0,0,8
1433156,1064133,2021-04-26,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",12,0,3,0,15
1433157,1049020,2021-04-08,Assembly,"Do pass and be re-referred to the Committee on [Judiciary]",5,2,0,0,7
1433157,1057747,2021-04-20,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",8,2,1,0,11
1433159,1047550,2021-04-07,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",8,0,0,0,8
1433160,1036433,2021-03-24,Assembly,"Do pass as amended and be re-referred to the Committee on [Higher Education]",7,0,0,0,7
1433160,1060950,2021-04-22,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",11,0,1,0,12
1433161,1051975,2021-04-13,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",15,0,0,0,15
1433162,1057700,2021-04-20,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",14,0,1,0,15
1433163,1051879,2021-04-13,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",15,0,0,0,15
1433164,1048979,2021-04-08,Assembly,"Do pass and be re-referred to the Committee on [Judiciary]",9,0,2,0,11
1433164,1051909,2021-04-13,Assembly,"Do pass as amended",11,0,0,0,11
1433164,1077591,2021-05-13,Assembly,"AB 371 Jones-Sawyer Assembly Third Reading",59,3,16,0,78
1433168,1036535,2021-03-24,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",12,0,0,0,12
1433170,1059258,2021-04-21,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",5,3,1,0,9
